Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003
530010805060031;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;128;229;1,79
530010805060032;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;148;381;2,57
530010805060033;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;176;366;2,08
530010805060034;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;177;392;2,21
530010805060035;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;327;975;2,98
530010805060036;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;293;862;2,94
530010805060037;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;200;361;1,81
530010805060038;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;165;499;3,02
530010805060039;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;241;708;2,94
530010805060040;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;141;344;2,44
530010805060041;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;204;644;3,16
530010805060042;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;268;835;3,12
530010805060043;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;248;657;2,65
530010805060044;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;181;522;2,88
530010805060045;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;205;496;2,42
530010805060046;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;139;256;1,84
530010805060047;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;175;539;3,08
530010805060048;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;170;479;2,82
530010805060049;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;181;638;3,52
530010805060050;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;182;635;3,49
530010805060051;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;212;509;2,4
530010805060052;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;160;317;1,98
530010805060053;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;141;338;2,4
530010805060054;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;222;527;2,37
530010805060055;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;183;477;2,61
530010805060056;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;231;741;3,21
530010805060057;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;227;681;3
530010805060058;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;169;255;1,51
530010805060059;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;243;629;2,59
530010805060060;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;200;540;2,7
530010805060061;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;238;579;2,43
530010805060062;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;132;275;2,08
530010805060063;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;160;463;2,89
530010805060064;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;164;476;2,9
530010805060065;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;258;372;1,44
530010805060066;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;212;599;2,83
530010805060067;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;172;359;2,09
530010805060068;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;263;684;2,6
530010805060069;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;234;641;2,74
530010805060070;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;277;387;1,4
530010805060071;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;210;361;1,72
530010805060072;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;183;373;2,04
530010805060073;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;230;584;2,54
530010805060074;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;269;591;2,2
530010805060075;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;147;388;2,64
530010805060076;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;245;720;2,94
530010805060077;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;216;526;2,44
530010805060078;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;154;391;2,54
530010805060079;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;145;239;1,65
530010805060080;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;212;416;1,96
530010805060081;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;247;343;1,39
530010805060082;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;217;536;2,47
530010805060083;5;"Região Centro-Oeste";53;"Distrito Federal";5301;"Distrito Federal";53001;"Brasília";40;"RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno";5300108;"BRASÍLIA";530010805;"BRASÍLIA";53001080506;"BRASÍLIA";5300108000;"BRASÍLIA (todos os setores)";1;N;155;386;2,49
